date,FELONY,MISDEMEANOR,VIOLATION,total
2010-10-04,386,651,144,1181
2010-10-05,488,876,173,1537
2010-10-06,446,925,161,1532
2010-10-07,431,907,165,1503
2010-10-08,479,948,180,1607
2010-10-09,435,950,173,1558
2010-10-10,363,871,153,1387
2010-10-11,349,730,166,1245
2010-10-12,468,820,178,1466
2010-10-13,449,906,160,1515
2010-10-14,422,955,162,1539
2010-10-15,498,977,157,1632
2010-10-16,412,901,123,1436
2010-10-17,364,775,148,1287
2010-10-18,396,752,180,1328
2010-10-19,389,837,163,1389
2010-10-20,476,976,189,1641
2010-10-21,440,923,158,1521
2010-10-22,480,953,169,1602
2010-10-23,443,977,141,1561
2010-10-24,392,765,157,1314
2010-10-25,411,784,187,1382
2010-10-26,434,892,163,1489
2010-10-27,483,847,172,1502
2010-10-28,487,879,182,1548
2010-10-29,483,1007,171,1661
2010-10-30,427,837,116,1380
2010-10-31,379,869,142,1390
2010-11-01,459,849,172,1480
2010-11-02,397,709,135,1241
2010-11-03,444,833,177,1454
2010-11-04,380,774,151,1305
2010-11-05,483,923,164,1570
2010-11-06,410,861,141,1412
2010-11-07,377,710,154,1241
2010-11-08,383,630,176,1189
2010-11-09,402,832,174,1408
2010-11-10,442,938,178,1558
2010-11-11,377,846,109,1332
2010-11-12,506,969,159,1634
2010-11-13,443,922,167,1532
2010-11-14,383,691,142,1216
2010-11-15,432,752,193,1377
2010-11-16,398,780,180,1358
2010-11-17,463,848,177,1488
2010-11-18,479,914,173,1566
2010-11-19,464,934,182,1580
2010-11-20,413,946,148,1507
2010-11-21,351,698,135,1184
2010-11-22,423,689,171,1283
2010-11-23,414,825,163,1402
2010-11-24,455,849,172,1476
2010-11-25,276,523,114,913
2010-11-26,427,882,116,1425
2010-11-27,372,845,131,1348
2010-11-28,353,707,117,1177
2010-11-29,398,706,187,1291
2010-11-30,434,724,145,1303
2010-12-01,496,867,164,1527
2010-12-02,385,826,151,1362
2010-12-03,441,880,169,1490
2010-12-04,434,791,124,1349
2010-12-05,347,623,118,1088
2010-12-06,371,623,152,1146
2010-12-07,409,718,144,1271
2010-12-08,377,763,139,1279
2010-12-09,374,715,154,1243
2010-12-10,449,845,172,1466
2010-12-11,427,812,135,1374
2010-12-12,307,619,114,1040
2010-12-13,387,675,149,1211
2010-12-14,353,732,137,1222
2010-12-15,408,714,144,1266
2010-12-16,424,705,134,1263
2010-12-17,470,881,163,1514
2010-12-18,397,809,135,1341
2010-12-19,342,646,139,1127
2010-12-20,374,678,146,1198
2010-12-21,418,789,119,1326
2010-12-22,416,739,152,1307
2010-12-23,428,766,118,1312
2010-12-24,392,631,121,1144
2010-12-25,227,420,114,761
2010-12-26,224,350,71,645
2010-12-27,164,214,71,449
2010-12-28,227,448,113,788
2010-12-29,288,549,123,960
2010-12-30,414,593,116,1123
2010-12-31,426,592,121,1139
2011-01-01,710,1340,201,2251
2011-01-02,301,560,134,995
2011-01-03,352,633,153,1138
2011-01-04,386,747,166,1299
2011-01-05,396,801,166,1363
2011-01-06,417,788,151,1356
2011-01-07,404,805,122,1331
2011-01-08,332,733,118,1183
2011-01-09,291,586,134,1011
2011-01-10,361,685,145,1191
2011-01-11,418,732,145,1295
2011-01-12,290,624,131,1045
2011-01-13,359,758,133,1250
2011-01-14,432,792,135,1359
2011-01-15,410,846,134,1390
2011-01-16,323,655,138,1116
2011-01-17,327,636,118,1081
2011-01-18,367,723,124,1214
2011-01-19,411,822,152,1385
2011-01-20,413,827,179,1419
2011-01-21,390,838,144,1372
2011-01-22,345,759,117,1221
2011-01-23,332,577,126,1035
2011-01-24,318,616,137,1071
2011-01-25,363,740,134,1237
2011-01-26,338,622,110,1070
2011-01-27,250,561,134,945
2011-01-28,370,739,137,1246
2011-01-29,331,728,142,1201
2011-01-30,323,648,102,1073
2011-01-31,309,644,143,1096
2011-02-01,438,876,187,1501
2011-02-02,312,727,126,1165
2011-02-03,374,789,156,1319
2011-02-04,422,889,148,1459
2011-02-05,370,780,124,1274
2011-02-06,327,649,128,1104
2011-02-07,376,687,149,1212
2011-02-08,367,694,161,1222
2011-02-09,396,785,152,1333
2011-02-10,385,873,153,1411
2011-02-11,415,951,160,1526
2011-02-12,358,874,134,1366
2011-02-13,327,698,108,1133
2011-02-14,320,761,154,1235
2011-02-15,401,855,169,1425
2011-02-16,401,902,148,1451
2011-02-17,429,903,159,1491
2011-02-18,418,988,163,1569
2011-02-19,353,824,113,1290
2011-02-20,302,720,107,1129
2011-02-21,311,668,88,1067
2011-02-22,343,763,127,1233
2011-02-23,348,796,109,1253
2011-02-24,356,777,131,1264
2011-02-25,362,822,140,1324
2011-02-26,360,859,136,1355
2011-02-27,320,785,123,1228
2011-02-28,313,716,154,1183
2011-03-01,466,1036,181,1683
2011-03-02,392,865,187,1444
2011-03-03,356,823,143,1322
2011-03-04,410,952,137,1499
2011-03-05,415,901,126,1442
2011-03-06,281,682,111,1074
2011-03-07,300,717,146,1163
2011-03-08,360,838,161,1359
2011-03-09,381,876,144,1401
2011-03-10,354,799,149,1302
2011-03-11,478,931,160,1569
2011-03-12,421,945,139,1505
2011-03-13,310,701,151,1162
2011-03-14,356,745,139,1240
2011-03-15,434,907,139,1480
2011-03-16,364,830,137,1331
2011-03-17,408,843,138,1389
2011-03-18,419,979,181,1579
2011-03-19,414,867,124,1405
2011-03-20,327,761,146,1234
2011-03-21,354,648,144,1146
2011-03-22,396,835,166,1397
2011-03-23,354,770,136,1260
2011-03-24,417,798,150,1365
2011-03-25,395,959,161,1515
2011-03-26,340,769,147,1256
2011-03-27,312,683,131,1126
2011-03-28,365,732,145,1242
2011-03-29,332,714,145,1191
2011-03-30,403,808,146,1357
2011-03-31,377,761,168,1306
2011-04-01,517,985,177,1679
2011-04-02,402,897,135,1434
2011-04-03,321,790,133,1244
2011-04-04,356,749,179,1284
2011-04-05,362,842,162,1366
2011-04-06,404,897,152,1453
2011-04-07,426,891,146,1463
2011-04-08,442,866,161,1469
2011-04-09,420,930,122,1472
2011-04-10,349,752,135,1236
2011-04-11,404,794,141,1339
2011-04-12,389,760,132,1281
2011-04-13,408,774,163,1345
2011-04-14,454,921,174,1549
2011-04-15,488,970,157,1615
2011-04-16,338,754,121,1213
2011-04-17,356,706,128,1190
2011-04-18,375,781,139,1295
2011-04-19,365,756,124,1245
2011-04-20,376,880,155,1411
2011-04-21,361,887,136,1384
2011-04-22,407,862,126,1395
2011-04-23,363,790,131,1284
2011-04-24,336,677,132,1145
2011-04-25,354,703,146,1203
2011-04-26,382,824,168,1374
2011-04-27,414,838,174,1426
2011-04-28,387,835,137,1359
2011-04-29,457,878,184,1519
2011-04-30,399,790,169,1358
2011-05-01,450,847,167,1464
2011-05-02,374,755,158,1287
2011-05-03,399,901,162,1462
2011-05-04,372,814,137,1323
2011-05-05,418,797,164,1379
2011-05-06,480,884,180,1544
2011-05-07,380,833,149,1362
2011-05-08,346,680,140,1166
2011-05-09,421,783,175,1379
2011-05-10,433,922,195,1550
2011-05-11,463,901,178,1542
2011-05-12,425,931,199,1555
2011-05-13,493,967,149,1609
2011-05-14,384,823,129,1336
2011-05-15,345,768,141,1254
2011-05-16,358,730,190,1278
2011-05-17,417,734,149,1300
2011-05-18,397,883,148,1428
2011-05-19,431,913,168,1512
2011-05-20,488,988,178,1654
2011-05-21,411,881,157,1449
2011-05-22,330,757,156,1243
2011-05-23,392,765,161,1318
2011-05-24,405,901,173,1479
2011-05-25,435,916,168,1519
2011-05-26,422,867,173,1462
2011-05-27,452,985,162,1599
2011-05-28,396,898,133,1427
2011-05-29,363,725,143,1231
2011-05-30,372,724,152,1248
2011-05-31,358,822,174,1354
2011-06-01,560,1138,228,1926
2011-06-02,426,845,170,1441
2011-06-03,423,961,195,1579
2011-06-04,421,944,174,1539
2011-06-05,349,794,143,1286
2011-06-06,375,727,180,1282
2011-06-07,415,874,171,1460
2011-06-08,410,889,147,1446
2011-06-09,392,814,129,1335
2011-06-10,453,874,201,1528
2011-06-11,399,822,132,1353
2011-06-12,354,794,161,1309
2011-06-13,424,750,163,1337
2011-06-14,426,839,170,1435
2011-06-15,466,987,181,1634
2011-06-16,429,932,177,1538
2011-06-17,408,878,171,1457
2011-06-18,434,846,156,1436
2011-06-19,363,778,199,1340
2011-06-20,409,800,187,1396
2011-06-21,459,845,186,1490
2011-06-22,450,882,163,1495
2011-06-23,417,900,148,1465
2011-06-24,456,905,166,1527
2011-06-25,474,926,151,1551
2011-06-26,376,823,149,1348
2011-06-27,433,777,177,1387
2011-06-28,481,900,180,1561
2011-06-29,434,826,172,1432
2011-06-30,437,842,168,1447
2011-07-01,548,1043,187,1778
2011-07-02,448,860,137,1445
2011-07-03,347,747,140,1234
2011-07-04,388,862,161,1411
2011-07-05,473,899,189,1561
2011-07-06,397,845,168,1410
2011-07-07,450,826,153,1429
2011-07-08,436,904,133,1473
2011-07-09,418,791,162,1371
2011-07-10,350,851,196,1397
2011-07-11,381,772,169,1322
2011-07-12,421,1004,193,1618
2011-07-13,424,904,173,1501
2011-07-14,478,914,159,1551
2011-07-15,475,1011,169,1655
2011-07-16,408,892,152,1452
2011-07-17,408,789,170,1367
2011-07-18,415,759,151,1325
2011-07-19,369,857,189,1415
2011-07-20,429,893,191,1513
2011-07-21,410,891,156,1457
2011-07-22,424,871,151,1446
2011-07-23,432,796,155,1383
2011-07-24,391,828,157,1376
2011-07-25,436,744,161,1341
2011-07-26,480,844,168,1492
2011-07-27,422,913,165,1500
2011-07-28,466,840,149,1455
2011-07-29,432,849,130,1411
2011-07-30,429,883,152,1464
2011-07-31,415,763,136,1314
2011-08-01,520,973,174,1667
2011-08-02,411,826,164,1401
2011-08-03,416,830,145,1391
2011-08-04,459,832,168,1459
2011-08-05,461,917,156,1534
2011-08-06,427,843,127,1397
2011-08-07,387,743,159,1289
2011-08-08,397,720,163,1280
2011-08-09,417,766,157,1340
2011-08-10,433,932,168,1533
2011-08-11,441,912,172,1525
2011-08-12,465,900,144,1509
2011-08-13,455,878,139,1472
2011-08-14,314,602,119,1035
2011-08-15,444,954,166,1564
2011-08-16,423,791,152,1366
2011-08-17,455,794,158,1407
2011-08-18,414,829,130,1373
2011-08-19,480,842,142,1464
2011-08-20,432,921,165,1518
2011-08-21,396,742,155,1293
2011-08-22,410,929,178,1517
2011-08-23,457,819,157,1433
2011-08-24,458,827,153,1438
2011-08-25,414,853,135,1402
2011-08-26,484,800,140,1424
2011-08-27,395,524,105,1024
2011-08-28,228,423,87,738
2011-08-29,401,790,157,1348
2011-08-30,447,813,177,1437
2011-08-31,412,779,161,1352
2011-09-01,541,1032,191,1764
2011-09-02,458,859,144,1461
2011-09-03,431,857,144,1432
2011-09-04,436,706,169,1311
2011-09-05,433,727,138,1298
2011-09-06,366,640,132,1138
2011-09-07,375,665,128,1168
2011-09-08,425,739,184,1348
2011-09-09,444,867,204,1515
2011-09-10,425,798,171,1394
2011-09-11,375,663,145,1183
2011-09-12,406,679,173,1258
2011-09-13,447,756,165,1368
2011-09-14,408,868,193,1469
2011-09-15,415,810,194,1419
2011-09-16,441,887,147,1475
2011-09-17,394,768,121,1283
2011-09-18,358,671,145,1174
2011-09-19,437,731,142,1310
2011-09-20,427,761,170,1358
2011-09-21,445,900,170,1515
2011-09-22,456,852,159,1467
2011-09-23,453,812,147,1412
2011-09-24,413,830,149,1392
2011-09-25,420,773,187,1380
2011-09-26,447,728,187,1362
2011-09-27,447,851,182,1480
2011-09-28,422,876,178,1476
2011-09-29,445,778,131,1354
2011-09-30,460,821,150,1431
2011-10-01,465,988,178,1631
2011-10-02,347,666,157,1170
2011-10-03,388,653,163,1204
2011-10-04,378,776,149,1303
2011-10-05,461,858,143,1462
2011-10-06,392,808,161,1361
2011-10-07,478,912,157,1547
2011-10-08,377,851,131,1359
2011-10-09,363,788,128,1279
2011-10-10,399,760,165,1324
2011-10-11,453,835,149,1437
2011-10-12,398,793,155,1346
2011-10-13,445,806,163,1414
2011-10-14,412,810,156,1378
2011-10-15,432,684,153,1269
2011-10-16,392,721,129,1242
2011-10-17,390,748,186,1324
2011-10-18,403,866,152,1421
2011-10-19,414,818,145,1377
2011-10-20,483,933,143,1559
2011-10-21,477,919,159,1555
2011-10-22,441,811,145,1397
2011-10-23,360,739,152,1251
2011-10-24,415,742,149,1306
2011-10-25,422,773,149,1344
2011-10-26,452,814,144,1410
2011-10-27,403,665,147,1215
2011-10-28,506,821,148,1475
2011-10-29,353,624,120,1097
2011-10-30,338,650,122,1110
2011-10-31,447,787,154,1388
2011-11-01,537,983,198,1718
2011-11-02,404,800,165,1369
2011-11-03,410,853,159,1422
2011-11-04,457,893,163,1513
2011-11-05,426,846,120,1392
2011-11-06,317,698,139,1154
2011-11-07,432,889,187,1508
2011-11-08,368,780,145,1293
2011-11-09,424,882,165,1471
2011-11-10,447,878,159,1484
2011-11-11,433,837,132,1402
2011-11-12,386,859,145,1390
2011-11-13,376,701,134,1211
2011-11-14,414,794,165,1373
2011-11-15,441,809,161,1411
2011-11-16,399,752,144,1295
2011-11-17,414,768,166,1348
2011-11-18,425,899,131,1455
2011-11-19,418,863,139,1420
2011-11-20,341,743,146,1230
2011-11-21,446,713,160,1319
2011-11-22,443,779,137,1359
2011-11-23,490,781,134,1405
2011-11-24,292,498,106,896
2011-11-25,448,926,140,1514
2011-11-26,431,821,118,1370
2011-11-27,375,762,125,1262
2011-11-28,441,800,184,1425
2011-11-29,421,754,168,1343
2011-11-30,439,818,161,1418
2011-12-01,482,935,183,1600
2011-12-02,474,847,159,1480
2011-12-03,373,852,129,1354
2011-12-04,361,688,124,1173
2011-12-05,460,750,139,1349
2011-12-06,433,717,135,1285
2011-12-07,401,753,142,1296
2011-12-08,407,769,135,1311
2011-12-09,460,896,164,1520
2011-12-10,443,885,131,1459
2011-12-11,343,586,109,1038
2011-12-12,418,706,182,1306
2011-12-13,414,757,168,1339
2011-12-14,450,844,136,1430
2011-12-15,507,837,184,1528
2011-12-16,472,928,148,1548
2011-12-17,404,783,125,1312
2011-12-18,336,561,123,1020
2011-12-19,397,633,156,1186
2011-12-20,475,785,162,1422
2011-12-21,468,806,142,1416
2011-12-22,464,802,155,1421
2011-12-23,490,760,161,1411
2011-12-24,363,584,135,1082
2011-12-25,244,486,117,847
2011-12-26,316,647,109,1072
2011-12-27,356,708,110,1174
2011-12-28,374,762,141,1277
2011-12-29,401,716,112,1229
2011-12-30,483,801,134,1418
2011-12-31,491,675,115,1281
2012-01-01,667,1184,174,2025
2012-01-02,322,760,131,1213
2012-01-03,384,754,144,1282
2012-01-04,350,726,143,1219
2012-01-05,409,860,174,1443
2012-01-06,448,939,156,1543
2012-01-07,382,863,142,1387
2012-01-08,335,679,149,1163
2012-01-09,413,672,137,1222
2012-01-10,415,868,144,1427
2012-01-11,402,820,141,1363
2012-01-12,407,793,161,1361
2012-01-13,448,876,158,1482
2012-01-14,355,815,112,1282
2012-01-15,310,632,133,1075
2012-01-16,327,673,125,1125
2012-01-17,425,881,132,1438
2012-01-18,380,821,151,1352
2012-01-19,416,743,153,1312
2012-01-20,473,866,154,1493
2012-01-21,324,674,108,1106
2012-01-22,295,607,139,1041
2012-01-23,411,774,157,1342
2012-01-24,423,859,164,1446
2012-01-25,434,816,167,1417
2012-01-26,409,801,164,1374
2012-01-27,488,932,148,1568
2012-01-28,433,904,164,1501
2012-01-29,364,695,143,1202
2012-01-30,394,692,133,1219
2012-01-31,403,827,131,1361
2012-02-01,524,1042,186,1752
2012-02-02,444,859,162,1465
2012-02-03,458,865,157,1480
2012-02-04,401,867,169,1437
2012-02-05,320,687,140,1147
2012-02-06,383,768,148,1299
2012-02-07,393,810,157,1360
2012-02-08,405,839,182,1426
2012-02-09,399,797,160,1356
2012-02-10,534,909,181,1624
2012-02-11,362,813,141,1316
2012-02-12,309,701,143,1153
2012-02-13,372,674,159,1205
2012-02-14,383,768,161,1312
2012-02-15,439,852,166,1457
2012-02-16,392,832,163,1387
2012-02-17,464,921,173,1558
2012-02-18,414,859,123,1396
2012-02-19,322,719,121,1162
2012-02-20,323,670,137,1130
2012-02-21,386,781,109,1276
2012-02-22,408,851,136,1395
2012-02-23,359,753,163,1275
2012-02-24,402,799,113,1314
2012-02-25,363,807,143,1313
2012-02-26,297,709,142,1148
2012-02-27,353,877,142,1372
2012-02-28,401,830,158,1389
2012-02-29,399,712,136,1247
2012-03-01,476,916,176,1568
2012-03-02,444,839,180,1463
2012-03-03,400,867,154,1421
2012-03-04,335,741,120,1196
2012-03-05,357,786,175,1318
2012-03-06,349,787,172,1308
2012-03-07,399,852,155,1406
2012-03-08,411,895,174,1480
2012-03-09,426,890,166,1482
2012-03-10,401,823,118,1342
2012-03-11,315,671,135,1121
2012-03-12,417,859,175,1451
2012-03-13,389,871,180,1440
2012-03-14,388,899,194,1481
2012-03-15,432,847,172,1451
2012-03-16,452,877,154,1483
2012-03-17,430,864,145,1439
2012-03-18,356,808,155,1319
2012-03-19,389,693,198,1280
2012-03-20,395,917,196,1508
2012-03-21,429,862,175,1466
2012-03-22,430,855,176,1461
2012-03-23,468,894,167,1529
2012-03-24,361,912,145,1418
2012-03-25,331,735,181,1247
2012-03-26,361,706,177,1244
2012-03-27,345,789,167,1301
2012-03-28,404,852,160,1416
2012-03-29,411,794,184,1389
2012-03-30,431,872,181,1484
2012-03-31,370,737,131,1238
2012-04-01,411,828,178,1417
2012-04-02,430,747,201,1378
2012-04-03,390,874,178,1442
2012-04-04,435,891,171,1497
2012-04-05,455,855,166,1476
2012-04-06,430,853,147,1430
2012-04-07,398,858,147,1403
2012-04-08,319,629,142,1090
2012-04-09,369,673,136,1178
2012-04-10,379,794,139,1312
2012-04-11,342,753,130,1225
2012-04-12,408,817,170,1395
2012-04-13,429,893,145,1467
2012-04-14,393,791,129,1313
2012-04-15,389,808,200,1397
2012-04-16,401,790,154,1345
2012-04-17,425,872,166,1463
2012-04-18,432,903,203,1538
2012-04-19,392,832,174,1398
2012-04-20,464,974,206,1644
2012-04-21,386,925,165,1476
2012-04-22,300,692,133,1125
2012-04-23,386,718,190,1294
2012-04-24,392,756,165,1313
2012-04-25,457,914,176,1547
2012-04-26,356,794,176,1326
2012-04-27,443,996,169,1608
2012-04-28,410,829,157,1396
2012-04-29,373,812,134,1319
2012-04-30,415,749,188,1352
2012-05-01,529,974,193,1696
2012-05-02,435,814,167,1416
2012-05-03,443,854,164,1461
2012-05-04,473,936,185,1594
2012-05-05,418,859,141,1418
2012-05-06,380,797,162,1339
2012-05-07,389,736,159,1284
2012-05-08,458,831,182,1471
2012-05-09,442,849,191,1482
2012-05-10,449,891,175,1515
2012-05-11,494,916,177,1587
2012-05-12,414,935,164,1513
2012-05-13,345,720,169,1234
2012-05-14,380,748,151,1279
2012-05-15,439,787,176,1402
2012-05-16,471,886,194,1551
2012-05-17,449,929,167,1545
2012-05-18,476,902,200,1578
2012-05-19,448,834,181,1463
2012-05-20,394,838,171,1403
2012-05-21,395,764,156,1315
2012-05-22,414,887,177,1478
2012-05-23,442,873,183,1498
2012-05-24,424,763,176,1363
2012-05-25,478,929,197,1604
2012-05-26,462,822,154,1438
2012-05-27,374,732,143,1249
2012-05-28,368,702,158,1228
2012-05-29,439,856,178,1473
2012-05-30,451,849,187,1487
2012-05-31,469,781,190,1440
2012-06-01,581,1085,240,1906
2012-06-02,389,815,180,1384
2012-06-03,385,805,169,1359
2012-06-04,388,669,162,1219
2012-06-05,439,839,170,1448
2012-06-06,428,878,181,1487
2012-06-07,434,800,167,1401
2012-06-08,433,915,184,1532
2012-06-09,427,856,148,1431
2012-06-10,401,819,205,1425
2012-06-11,411,743,190,1344
2012-06-12,446,777,193,1416
2012-06-13,452,847,162,1461
2012-06-14,463,798,152,1413
2012-06-15,527,926,196,1649
2012-06-16,467,837,168,1472
2012-06-17,351,734,153,1238
2012-06-18,408,774,176,1358
2012-06-19,440,837,140,1417
2012-06-20,443,865,179,1487
2012-06-21,439,773,158,1370
2012-06-22,467,850,149,1466
2012-06-23,448,872,130,1450
2012-06-24,458,806,166,1430
2012-06-25,423,729,168,1320
2012-06-26,397,773,184,1354
2012-06-27,455,905,197,1557
2012-06-28,416,867,163,1446
2012-06-29,465,857,175,1497
2012-06-30,436,809,157,1402
2012-07-01,533,935,182,1650
2012-07-02,416,754,174,1344
2012-07-03,457,900,174,1531
2012-07-04,483,909,149,1541
2012-07-05,478,867,169,1514
2012-07-06,488,855,155,1498
2012-07-07,458,831,147,1436
2012-07-08,393,752,186,1331
2012-07-09,431,775,165,1371
2012-07-10,438,831,194,1463
2012-07-11,442,842,200,1484
2012-07-12,477,928,169,1574
2012-07-13,448,909,205,1562
2012-07-14,464,953,168,1585
2012-07-15,436,784,164,1384
2012-07-16,425,737,196,1358
2012-07-17,455,850,160,1465
2012-07-18,452,839,174,1465
2012-07-19,443,822,183,1448
2012-07-20,458,831,150,1439
2012-07-21,453,871,156,1480
2012-07-22,401,839,164,1404
2012-07-23,416,727,163,1306
2012-07-24,445,815,167,1427
2012-07-25,455,926,187,1568
2012-07-26,454,825,145,1424
2012-07-27,438,908,153,1499
2012-07-28,471,871,147,1489
2012-07-29,381,798,165,1344
2012-07-30,459,704,160,1323
2012-07-31,479,814,178,1471
2012-08-01,503,926,203,1632
2012-08-02,465,894,195,1554
2012-08-03,447,922,190,1559
2012-08-04,487,876,154,1517
2012-08-05,402,808,150,1360
2012-08-06,430,754,181,1365
2012-08-07,489,815,165,1469
2012-08-08,487,898,162,1547
2012-08-09,467,894,171,1532
2012-08-10,493,864,163,1520
2012-08-11,450,962,175,1587
2012-08-12,460,880,185,1525
2012-08-13,397,777,162,1336
2012-08-14,418,841,160,1419
2012-08-15,468,797,157,1422
2012-08-16,464,909,163,1536
2012-08-17,520,899,172,1591
2012-08-18,410,810,157,1377
2012-08-19,393,810,133,1336
2012-08-20,476,805,189,1470
2012-08-21,425,868,155,1448
2012-08-22,441,817,168,1426
2012-08-23,466,890,161,1517
2012-08-24,501,924,201,1626
2012-08-25,415,905,162,1482
2012-08-26,415,796,179,1390
2012-08-27,402,705,148,1255
2012-08-28,437,818,164,1419
2012-08-29,450,823,163,1436
2012-08-30,451,848,149,1448
2012-08-31,466,818,152,1436
2012-09-01,588,1055,185,1828
2012-09-02,386,803,146,1335
2012-09-03,418,812,152,1382
2012-09-04,431,747,152,1330
2012-09-05,420,785,175,1380
2012-09-06,388,809,179,1376
2012-09-07,508,838,181,1527
2012-09-08,414,852,145,1411
2012-09-09,394,721,206,1321
2012-09-10,396,720,165,1281
2012-09-11,396,793,172,1361
2012-09-12,482,905,157,1544
2012-09-13,418,887,166,1471
2012-09-14,465,885,200,1550
2012-09-15,451,945,175,1571
2012-09-16,350,725,142,1217
2012-09-17,425,749,169,1343
2012-09-18,437,710,118,1265
2012-09-19,399,807,179,1385
2012-09-20,439,896,163,1498
2012-09-21,467,935,193,1595
2012-09-22,485,897,157,1539
2012-09-23,419,763,155,1337
2012-09-24,393,683,167,1243
2012-09-25,438,854,187,1479
2012-09-26,438,806,152,1396
2012-09-27,476,803,152,1431
2012-09-28,510,774,202,1486
2012-09-29,444,823,177,1444
2012-09-30,373,724,150,1247
2012-10-01,513,892,212,1617
2012-10-02,471,732,161,1364
2012-10-03,488,929,156,1573
2012-10-04,497,849,170,1516
2012-10-05,523,977,181,1681
2012-10-06,435,924,162,1521
2012-10-07,361,700,131,1192
2012-10-08,337,694,161,1192
2012-10-09,409,787,181,1377
2012-10-10,448,790,139,1377
2012-10-11,448,832,145,1425
2012-10-12,491,869,151,1511
2012-10-13,447,831,120,1398
2012-10-14,376,703,150,1229
2012-10-15,452,709,158,1319
2012-10-16,439,741,155,1335
2012-10-17,411,899,146,1456
2012-10-18,474,861,152,1487
2012-10-19,444,870,176,1490
2012-10-20,481,931,179,1591
2012-10-21,374,661,160,1195
2012-10-22,385,726,193,1304
2012-10-23,424,756,187,1367
2012-10-24,440,765,141,1346
2012-10-25,421,748,164,1333
2012-10-26,473,783,179,1435
2012-10-27,446,828,132,1406
2012-10-28,435,627,106,1168
2012-10-29,304,386,71,761
2012-10-30,312,405,113,830
2012-10-31,361,577,134,1072
2012-11-01,430,671,135,1236
2012-11-02,368,538,109,1015
2012-11-03,363,554,143,1060
2012-11-04,349,563,148,1060
2012-11-05,373,514,134,1021
2012-11-06,336,493,125,954
2012-11-07,302,472,103,877
2012-11-08,357,574,110,1041
2012-11-09,445,719,130,1294
2012-11-10,417,736,141,1294
2012-11-11,366,663,134,1163
2012-11-12,378,682,137,1197
2012-11-13,416,618,165,1199
2012-11-14,426,723,147,1296
2012-11-15,464,755,167,1386
2012-11-16,479,788,140,1407
2012-11-17,393,726,125,1244
2012-11-18,372,628,126,1126
2012-11-19,412,638,150,1200
2012-11-20,430,777,157,1364
2012-11-21,480,723,157,1360
2012-11-22,281,502,114,897
2012-11-23,430,729,141,1300
2012-11-24,387,732,126,1245
2012-11-25,335,569,133,1037
2012-11-26,417,628,145,1190
2012-11-27,373,642,144,1159
2012-11-28,458,732,138,1328
2012-11-29,387,808,148,1343
2012-11-30,528,847,172,1547
2012-12-01,481,995,140,1616
2012-12-02,395,679,152,1226
2012-12-03,398,684,165,1247
2012-12-04,426,720,163,1309
2012-12-05,427,778,158,1363
2012-12-06,384,714,161,1259
2012-12-07,419,768,147,1334
2012-12-08,427,903,148,1478
2012-12-09,394,694,127,1215
2012-12-10,453,703,180,1336
2012-12-11,431,713,134,1278
2012-12-12,451,776,153,1380
2012-12-13,393,730,153,1276
2012-12-14,508,825,169,1502
2012-12-15,432,839,143,1414
2012-12-16,342,654,138,1134
2012-12-17,433,632,154,1219
2012-12-18,388,692,150,1230
2012-12-19,462,794,133,1389
2012-12-20,505,778,152,1435
2012-12-21,443,749,149,1341
2012-12-22,382,771,98,1251
2012-12-23,423,706,117,1246
2012-12-24,343,577,113,1033
2012-12-25,228,438,120,786
2012-12-26,301,611,87,999
2012-12-27,386,674,101,1161
2012-12-28,403,792,125,1320
2012-12-29,391,711,96,1198
2012-12-30,352,600,109,1061
2012-12-31,430,639,121,1190
2013-01-01,648,1186,193,2027
2013-01-02,380,673,135,1188
2013-01-03,376,741,159,1276
2013-01-04,463,850,166,1479
2013-01-05,423,803,135,1361
2013-01-06,365,626,120,1111
2013-01-07,378,653,165,1196
2013-01-08,377,740,203,1320
2013-01-09,459,786,150,1395
2013-01-10,446,790,169,1405
2013-01-11,441,809,162,1412
2013-01-12,384,848,134,1366
2013-01-13,356,724,170,1250
2013-01-14,403,688,184,1275
2013-01-15,357,791,169,1317
2013-01-16,405,691,142,1238
2013-01-17,396,885,148,1429
2013-01-18,446,767,142,1355
2013-01-19,416,781,135,1332
2013-01-20,328,700,138,1166
2013-01-21,287,581,140,1008
2013-01-22,363,594,133,1090
2013-01-23,354,615,128,1097
2013-01-24,376,648,128,1152
2013-01-25,403,765,144,1312
2013-01-26,350,722,138,1210
2013-01-27,338,595,137,1070
2013-01-28,371,574,152,1097
2013-01-29,421,680,177,1278
2013-01-30,427,765,155,1347
2013-01-31,399,759,183,1341
2013-02-01,528,970,175,1673
2013-02-02,412,785,149,1346
2013-02-03,308,626,131,1065
2013-02-04,359,623,154,1136
2013-02-05,380,693,165,1238
2013-02-06,396,700,156,1252
2013-02-07,380,767,149,1296
2013-02-08,375,619,118,1112
2013-02-09,248,546,121,915
2013-02-10,292,593,140,1025
2013-02-11,342,620,133,1095
2013-02-12,392,786,164,1342
2013-02-13,425,790,159,1374
2013-02-14,389,741,160,1290
2013-02-15,463,895,179,1537
2013-02-16,352,804,159,1315
2013-02-17,337,626,133,1096
2013-02-18,304,637,139,1080
2013-02-19,354,660,132,1146
2013-02-20,397,738,136,1271
2013-02-21,355,755,154,1264
2013-02-22,417,839,162,1418
